Wavelength (nm),Intensity AC 1
224.4947300112522,1019.0
224.76511545360884,1030.0
225.0354912452767,1024.0
225.3058573862297,1024.0
225.57621387644173,1029.0
225.84656071588677,1026.0
226.11689790453866,1011.0
226.3872254423714,1036.0
226.65754332935884,1024.0
226.92785156547495,1033.0
227.1981501506936,1021.0
227.46843908498877,1029.0
227.7387183683344,1021.0
228.0089880007043,1033.0
228.27924798207246,1018.0
228.54949831241277,1030.0
228.8197389916992,1022.0
229.08997001990565,1027.0
229.36019139700602,1012.0
229.63040312297423,1034.0
229.90060519778424,1041.0
230.17079762140995,1054.0
230.44098039382527,1032.0
230.71115351500407,1017.0
230.98131698492037,1024.0
231.25147080354805,1032.0
231.52161497086098,1017.0
231.79174948683314,1033.0
232.06187435143846,1021.0
232.33198956465083,1025.0
232.60209512644417,1019.0
232.87219103679237,1030.0
233.1422772956694,1026.0
233.41235390304922,1022.0
233.68242085890563,1030.0
233.95247816321262,1030.0
234.22252581594412,1026.0
234.49256381707403,1026.0
234.7625921665763,1028.0
235.0326108644248,1047.0
235.30261991059345,1031.0
235.57261930505626,1022.0
235.84260904778702,1016.0
236.11258913875972,1035.0
236.3825595779483,1039.0
236.65252036532667,1024.0
236.92247150086874,1021.0
237.19241298454838,1021.0
237.46234481633957,1034.0
237.73226699621623,1027.0
238.00217952415227,1028.0
238.27208240012158,1026.0
238.54197562409814,1017.0
238.8118591960558,1026.0
239.08173311596855,1025.0
239.3515973838103,1039.0
239.62145199955484,1023.0
239.89129696317627,1039.0
240.16113227464845,1026.0
240.43095793394528,1020.0
240.70077394104064,1030.0
240.97058029590852,1040.0
241.24037699852283,1021.0
241.51016404885752,1029.0
241.77994144688643,1028.0
242.04970919258346,1029.0
242.31946728592266,1013.0
242.58921572687785,1018.0
242.85895451542294,1016.0
243.12868365153196,1022.0
243.39840313517874,1018.0
243.66811296633722,1015.0
243.9378131449813,1013.0
244.2075036710849,1027.0
244.47718454462196,1017.0
244.74685576556644,1030.0
245.01651733389218,1011.0
245.28616924957313,1037.0
245.55581151258326,1022.0
245.82544412289644,1035.0
246.09506708048661,1018.0
246.36468038532763,1025.0
246.6342840373935,1035.0
246.9038780366581,1037.0
247.1734623830954,1030.0
247.44303707667922,1023.0
247.71260211738357,1026.0
247.98215750518236,1013.0
248.25170324004947,1018.0
248.5212393219588,1011.0
248.79076575088433,1017.0
249.06028252679997,1036.0
249.32978964967967,1020.0
249.59928711949726,1024.0
249.86877493622674,1015.0
250.13825309984196,1022.0
250.4077216103169,1011.0
250.67718046762548,1019.0
250.94662967174156,1030.0
251.21606922263916,1033.0
251.4854991202921,1033.0
251.75491936467432,1035.0
252.0243299557598,1035.0
252.29373089352242,1028.0
252.5631221779361,1023.0
252.83250380897474,1029.0
253.1018757866123,1025.0
253.37123811082267,1022.0
253.6405907815798,1029.0
253.9099337988576,1024.0
254.1792671626299,1027.0
254.4485908728708,1025.0
254.7179049295541,1018.0
254.98720933265372,1028.0
255.25650408214364,1016.0
255.52578917799767,1021.0
255.79506462018986,1015.0
256.06433040869405,1023.0
256.33358654348416,1035.0
256.60283302453416,1025.0
256.87206985181797,1021.0
257.1412970253095,1021.0
257.41051454498256,1026.0
257.6797224108112,1036.0
257.9489206227693,1018.0
258.2181091808308,1032.0
258.48728808496963,1010.0
258.7564573351596,1021.0
259.0256169313748,1029.0
259.2947668735891,1032.0
259.5639071617763,1034.0
259.83303779591046,1041.0
260.10215877596534,1021.0
260.37127010191506,1033.0
260.64037177373336,1023.0
260.90946379139433,1027.0
261.17854615487175,1018.0
261.4476188641396,1032.0
261.7166819191719,1025.0
261.98573531994236,1032.0
262.254779066425,1036.0
262.5238131585938,1035.0
262.7928375964225,1029.0
263.0618523798853,1032.0
263.33085750895583,1022.0
263.59985298360823,1014.0
263.86883880381635,1016.0
264.1378149695541,1034.0
264.40678148079536,1012.0
264.675738337514,1031.0
264.94468553968426,1024.0
265.2136230872796,1031.0
265.48255098027425,1024.0
265.75146921864206,1014.0
266.0203778023569,1013.0
266.28927673139276,1031.0
266.55816600572354,1015.0
266.8270456253231,1015.0
267.09591559016536,1016.0
267.3647759002244,1033.0
267.63362655547394,1020.0
267.90246755588805,1022.0
268.17129890144054,1024.0
268.4401205921055,1016.0
268.7089326278566,1014.0
268.9777350086678,1012.0
269.24652773451334,1017.0
269.5153108053667,1018.0
269.7840842212021,1015.0
270.0528479819934,1030.0
270.32160208771444,1015.0
270.5903465383392,1022.0
270.8590813338416,1021.0
271.12780647419555,1026.0
271.39652195937487,1031.0
271.6652277893537,1033.0
271.9339239641058,1020.0
272.2026104836051,1033.0
272.4712873478256,1034.0
272.73995455674117,1037.0
273.0086121103257,1026.0
273.2772600085531,1030.0
273.54589825139743,1014.0
273.8145268388324,1020.0
274.0831457708321,1027.0
274.3517550473704,1020.0
274.62035466842116,1023.0
274.88894463395843,1012.0
275.157524943956,1023.0
275.4260955983878,1025.0
275.69465659722783,1022.0
275.96320794045,1033.0
276.2317496280281,1030.0
276.50028165993626,1035.0
276.76880403614825,1022.0
277.03731675663806,1021.0
277.30581982137954,1018.0
277.57431323034666,1027.0
277.8427969835133,1014.0
278.11127108085344,1026.0
278.37973552234104,1031.0
278.64819030794985,1026.0
278.9166354376539,1027.0
279.18507091142715,1036.0
279.45349672924345,1020.0
279.7219128910767,1033.0
279.99031939690093,1029.0
280.25871624668997,1027.0
280.5271034404177,1023.0
280.79548097805815,1033.0
281.0638488595852,1018.0
281.33220708497277,1030.0
281.6005556541948,1017.0
281.86889456722514,1019.0
282.13722382403773,1029.0
282.4055434246065,1037.0
282.6738533689055,1031.0
282.9421536569084,1019.0
283.21044428858926,1013.0
283.47872526392206,1027.0
283.7469965828806,1015.0
284.015258245439,1010.0
284.2835102515709,1020.0
284.5517526012503,1037.0
284.81998529445127,1034.0
285.0882083311476,1032.0
285.35642171131326,1018.0
285.6246254349221,1026.0
285.89281950194817,1016.0
286.1610039123653,1007.0
286.42917866614744,1016.0
286.6973437632684,1047.0
286.9654992037023,1018.0
287.23364498742285,1019.0
287.5017811144041,1028.0
287.76990758462,1030.0
288.0380243980444,1013.0
288.3061315546512,1010.0
288.57422905441445,1014.0
288.84231689730785,1021.0
289.11039508330543,1020.0
289.37846361238127,1020.0
289.64652248450903,1026.0
289.91457169966276,1027.0
290.1826112578164,1023.0
290.4506411589439,1027.0
290.718661403019,1026.0
290.98667199001574,1024.0
291.2546729199081,1033.0
291.5226641926699,1032.0
291.79064580827514,1020.0
292.0586177666976,1025.0
292.3265800679113,1028.0
292.5945327118902,1030.0
292.8624756986082,1032.0
293.1304090280392,1037.0
293.39833270015714,1036.0
293.6662467149358,1039.0
293.93415107234927,1028.0
294.2020457723715,1031.0
294.46993081497624,1036.0
294.7378062001375,1026.0
295.00567192782927,1018.0
295.2735279980254,1021.0
295.5413744106997,1020.0
295.8092111658262,1027.0
296.07703826337894,1016.0
296.34485570333163,1027.0
296.6126634856583,1027.0
296.8804616103328,1030.0
297.1482500773291,1026.0
297.41602888662123,1022.0
297.68379803818294,1026.0
297.95155753198816,1028.0
298.21930736801085,1026.0
298.487047546225,1023.0
298.7547780666044,1021.0
299.0224989291231,1011.0
299.29021013375495,1034.0
299.55791168047386,1032.0
299.8256035692538,1018.0
300.09328580006866,1010.0
300.36095837289236,1015.0
300.6286212876987,1038.0
300.8962745444619,1040.0
301.1639181431556,1032.0
301.43155208375384,1016.0
301.6991763662305,1031.0
301.96679099055956,1036.0
302.2343959567149,1028.0
302.5019912646703,1023.0
302.76957691440003,1027.0
303.0371529058777,1017.0
303.3047192390773,1033.0
303.5722759139728,1021.0
303.8398229305381,1035.0
304.10736028874715,1035.0
304.37488798857385,1034.0
304.6424060299921,1026.0
304.9099144129758,1022.0
305.1774131374989,1009.0
305.4449022035354,1017.0
305.712381611059,1021.0
305.9798513600438,1017.0
306.2473114504638,1016.0
306.5147618822927,1025.0
306.7822026555046,1011.0
307.0496337700733,1021.0
307.3170552259727,1024.0
307.5844670231768,1027.0
307.8518691616595,1025.0
308.1192616413948,1020.0
308.38664446235646,1029.0
308.65401762451853,1027.0
308.9213811278549,1009.0
309.1887349723394,1032.0
309.45607915794614,1025.0
309.7234136846488,1030.0
309.9907385524215,1013.0
310.25805376123805,1021.0
310.52535931107235,1029.0
310.79265520189847,1038.0
311.0599414336902,1027.0
311.32721800642145,1020.0
311.5944849200662,1028.0
311.86174217459836,1020.0
312.12898976999185,1023.0
312.3962277062206,1026.0
312.66345598325853,1021.0
312.93067460107955,1029.0
313.19788355965755,1012.0
313.4650828589664,1024.0
313.7322724989802,1012.0
313.99945247967264,1022.0
314.26662280101783,1032.0
314.5337834629897,1037.0
314.800934465562,1034.0
315.0680758087088,1030.0
315.3352074924039,1015.0
315.60232951662135,1030.0
315.869441881335,1029.0
316.13654458651877,1031.0
316.4036376321465,1024.0
316.6707210181923,1029.0
316.93779474462997,1018.0
317.20485881143344,1025.0
317.4719132185766,1022.0
317.73895796603347,1032.0
318.00599305377784,1026.0
318.2730184817837,1018.0
318.5400342500249,1024.0
318.8070403584756,1031.0
319.07403680710945,1032.0
319.3410235959005,1034.0
319.6080007248226,1034.0
319.8749681938497,1024.0
320.14192600295576,1023.0
320.40887415211466,1019.0
320.6758126413003,1023.0
320.9427414704866,1020.0
321.20966063964755,1016.0
321.47657014875705,1026.0
321.743469997789,1024.0
322.0103601867173,1017.0
322.27724071551586,1020.0
322.5441115841586,1031.0
322.81097279261957,1012.0
323.07782434087244,1028.0
323.3446662288914,1016.0
323.6114984566502,1016.0
323.87832102412284,1025.0
324.1451339312832,1030.0
324.4119371781052,1015.0
324.6787307645628,1023.0
324.9455146906298,1016.0
325.2122889562803,1029.0
325.47905356148806,1029.0
325.7458085062271,1031.0
326.0125537904713,1036.0
326.2792894141946,1018.0
326.5460153773709,1023.0
326.8127316799741,1045.0
327.0794383219783,1020.0
327.3461353033571,1030.0
327.6128226240847,1035.0
327.8795002841348,1041.0
328.1461682834814,1021.0
328.4128266220986,1018.0
328.6794752999601,1029.0
328.9461143170399,1024.0
329.2127436733119,1031.0
329.47936336875,1023.0
329.7459734033282,1005.0
330.01257377702035,1028.0
330.27916448980034,1023.0
330.5457455416422,1033.0
330.8123169325198,1033.0
331.078878662407,1024.0
331.3454307312779,1022.0
331.6119731391061,1029.0
331.8785058858659,1031.0
332.14502897153085,1015.0
332.41154239607516,1006.0
332.6780461594726,1023.0
332.94454026169717,1017.0
333.2110247027227,1032.0
333.47749948252317,1025.0
333.74396460107255,1031.0
334.0104200583446,1036.0
334.2768658543135,1030.0
334.54330198895286,1026.0
334.80972846223676,1022.0
335.0761452741392,1019.0
335.342552424634,1047.0
335.608949913695,1027.0
335.8753377412963,1030.0
336.14171590741176,1029.0
336.40808441201517,1029.0
336.67444325508063,1007.0
336.9407924365819,1008.0
337.20713195649313,1021.0
337.4734618147879,1024.0
337.73978201144047,1021.0
338.0060925464246,1019.0
338.27239341971415,1024.0
338.5386846312832,1037.0
338.8049661811055,1031.0
339.0712380691551,1017.0
339.3375002954059,1021.0
339.60375285983173,1028.0
339.86999576240663,1015.0
340.13622900310435,1031.0
340.40245258189907,1024.0
340.6686664987645,1009.0
340.93487075367466,1014.0
341.20106534660334,1036.0
341.4672502775246,1017.0
341.7334255464124,1036.0
341.9995911532405,1023.0
342.2657470979829,1034.0
342.53189338061344,1032.0
342.7980300011063,1025.0
343.0641569594351,1030.0
343.3302742555738,1035.0
343.5963818894965,1029.0
343.862479861177,1020.0
344.12856817058923,1014.0
344.3946468177071,1036.0
344.6607158025046,1012.0
344.9267751249555,1018.0
345.19282478503396,1029.0
345.4588647827136,1022.0
345.7248951179686,1030.0
345.9909157907727,1028.0
346.25692680109995,1018.0
346.5229281489242,1022.0
346.78891983421937,1005.0
347.0549018569594,1018.0
347.3208742171182,1033.0
347.5868369146698,1021.0
347.8527899495879,1027.0
348.11873332184655,1035.0
348.38466703141967,1031.0
348.6505910782812,1025.0
348.916505462405,1035.0
349.182410183765,1025.0
349.44830524233515,1027.0
349.71419063808935,1020.0
349.98006637100156,1025.0
350.2459324410456,1036.0
350.5117888481955,1033.0
350.7776355924252,1028.0
351.04347267370844,1022.0
351.3093000920194,1043.0
351.57511784733174,1029.0
351.8409259396196,1018.0
352.1067243688567,1031.0
352.3725131350171,1029.0
352.63829223807465,1030.0
352.90406167800336,1030.0
353.16982145477704,1032.0
353.4355715683696,1034.0
353.7013120187552,1019.0
353.9670428059074,1023.0
354.2327639298004,1017.0
354.498475390408,1019.0
354.7641771877041,1020.0
355.0298693216627,1029.0
355.29555179225764,1038.0
355.5612245994629,1031.0
355.82688774325237,1021.0
356.0925412236,1035.0
356.35818504047967,1020.0
356.62381919386536,1037.0
356.8894436837309,1026.0
357.1550585100503,1040.0
357.42066367279745,1035.0
357.6862591719462,1023.0
357.95184500747064,1026.0
358.2174211793444,1033.0
358.48298768754177,1023.0
358.74854453203636,1039.0
359.0140917128022,1029.0
359.2796292298133,1033.0
359.5451570830435,1018.0
359.8106752724667,1035.0
360.0761837980568,1032.0
360.34168265978786,1021.0
360.60717185763355,1023.0
360.8726513915681,1015.0
361.1381212615652,1020.0
361.40358146759877,1034.0
361.66903200964293,1019.0
361.9344728876714,1035.0
362.1999041016582,1020.0
362.4653256515772,1008.0
362.7307375374024,1007.0
362.99613975910756,1017.0
363.2615323166668,1020.0
363.52691521005386,1028.0
363.7922884392428,1032.0
364.05765200420745,1026.0
364.32300590492173,1005.0
364.58835014135974,1020.0
364.85368471349506,1009.0
365.119009621302,1033.0
365.3843248647541,1030.0
365.6496304438256,1025.0
365.9149263584902,1028.0
366.18021260872194,1027.0
366.4454891944947,1031.0
366.7107561157824,1024.0
366.97601337255895,1035.0
367.24126096479824,1035.0
367.5064988924744,1023.0
367.77172715556105,1017.0
368.0369457540323,1012.0
368.30215468786196,1020.0
368.56735395702407,1021.0
368.83254356149246,1021.0
369.097723501241,1015.0
369.36289377624377,1026.0
369.62805438647456,1013.0
369.8932053319074,1042.0
370.1583466125161,1027.0
370.42347822827463,1029.0
370.6886001791569,1020.0
370.9537124651368,1027.0
371.2188150861884,1035.0
371.48390804228535,1029.0
371.7489913334019,1025.0
372.0140649595116,1031.0
372.2791289205887,1025.0
372.5441832166069,1032.0
372.8092278475403,1018.0
373.0742628133627,1027.0
373.339288114048,1027.0
373.6043037495702,1022.0
373.86930971990313,1018.0
374.1343060250209,1019.0
374.3992926648972,1016.0
374.664269639506,1022.0
374.9292369488214,1022.0
375.1941945928171,1026.0
375.45914257146717,1016.0
375.7240808847453,1028.0
375.98900953262586,1028.0
376.25392851508224,1029.0
376.5188378320887,1030.0
376.78373748361906,1031.0
377.0486274696473,1018.0
377.31350779014724,1030.0
377.57837844509277,1030.0
377.84323943445804,1021.0
378.10809075821663,999.0
378.37293241634285,1034.0
378.6377644088103,1020.0
378.90258673559305,1018.0
379.167399396665,1019.0
379.4322023920001,1039.0
379.69699572157214,1026.0
379.9617793853551,1025.0
380.22655338332305,1026.0
380.4913177154497,1037.0
380.7560723817092,1025.0
381.0208173820751,1021.0
381.2855527165217,1020.0
381.55027838502275,1014.0
381.81499438755225,1018.0
382.0797007240839,1033.0
382.34439739459185,1034.0
382.60908439905006,1022.0
382.8737617374322,1006.0
383.1384294097124,1029.0
383.4030874158645,1025.0
383.66773575586234,1017.0
383.93237442968007,1017.0
384.1970034372913,1022.0
384.46162277867035,1020.0
384.7262324537907,1036.0
384.99083246262666,1018.0
385.2554228051518,1028.0
385.5200034813403,1022.0
385.78457449116604,1025.0
386.0491358346028,1030.0
386.31368751162466,1037.0
386.5782295222054,1015.0
386.8427618663191,1022.0
387.1072845439395,1023.0
387.37179755504076,1029.0
387.63630089959645,1027.0
387.9007945775808,1030.0
388.1652785889676,1021.0
388.4297529337308,1025.0
388.69421761184435,1018.0
388.95867262328204,1016.0
389.223117968018,1028.0
389.48755364602596,1035.0
389.7519796572799,1022.0
390.0163960017538,1026.0
390.28080267942147,1032.0
390.545199690257,1027.0
390.809587034234,1026.0
391.0739647113268,1033.0
391.33833272150906,1033.0
391.60269106475477,1027.0
391.86703974103773,1022.0
392.13137875033203,1021.0
392.3957080926116,1010.0
392.6600277678502,1017.0
392.92433777602184,1020.0
393.18863811710037,1017.0
393.4529287910599,1023.0
393.7172097978741,1029.0
393.98148113751716,1007.0
394.24574280996274,1005.0
394.50999481518494,1013.0
394.77423715315757,1022.0
395.0384698238546,1031.0
395.30269282725,1042.0
395.5669061633175,1038.0
395.8311098320313,1046.0
396.09530383336505,1033.0
396.35948816729285,1030.0
396.6236628337886,1014.0
396.8878278328262,1028.0
397.1519831643795,1031.0
397.4161288284224,1028.0
397.6802648249291,1024.0
397.94439115387314,1031.0
398.2085078152287,1016.0
398.4726148089696,1028.0
398.7367121350698,1030.0
399.0007997935031,1029.0
399.2648777842436,1026.0
399.52894610726514,1033.0
399.7930047625416,1026.0
400.05705375004703,1035.0
400.3210930697551,1034.0
400.58512272164006,1018.0
400.8491427056755,1020.0
401.11315302183556,1029.0
401.3771536700941,1019.0
401.6411446504251,1026.0
401.9051259628023,1018.0
402.1690976071997,1031.0
402.43305958359144,1016.0
402.69701189195115,1007.0
402.96095453225286,1008.0
403.22488750447053,1041.0
403.48881080857797,1032.0
403.75272444454924,1029.0
404.0166284123581,1020.0
404.2805227119787,1020.0
404.54440734338465,1022.0
404.80828230655015,1031.0
405.072147601449,1013.0
405.336003228055,1029.0
405.59984918634234,1029.0
405.8636854762848,1030.0
406.12751209785625,1022.0
406.3913290510306,1024.0
406.655136335782,1035.0
406.91893395208405,1025.0
407.18272189991086,1017.0
407.4465001792363,1031.0
407.7102687900344,1025.0
407.97402773227884,1025.0
408.23777700594377,1019.0
408.50151661100296,1028.0
408.76524654743037,1020.0
409.0289668152,1024.0
409.29267741428566,1018.0
409.55637834466137,1021.0
409.820069606301,1016.0
410.08375119917844,1021.0
410.3474231232677,1025.0
410.61108537854255,1022.0
410.8747379649771,1019.0
411.13838088254505,1012.0
411.40201413122054,1021.0
411.66563771097736,1031.0
411.92925162178943,1025.0
412.19285586363077,1011.0
412.4564504364752,1013.0
412.72003534029665,1026.0
412.98361057506906,1016.0
413.24717614076644,1025.0
413.51073203736246,1025.0
413.77427826483125,1027.0
414.03781482314673,1025.0
414.3013417122828,1019.0
414.5648589322133,1016.0
414.82836648291226,1020.0
415.0918643643535,1028.0
415.35535257651094,1025.0
415.6188311193587,1022.0
415.8822999928703,1029.0
416.14575919702,1013.0
416.40920873178175,1034.0
416.67264859712924,1010.0
416.9360787930365,1026.0
417.19949931947735,1030.0
417.46291017642596,1020.0
417.726311363856,1021.0
417.9897028817416,1021.0
418.2530847300564,1023.0
418.5164569087745,1021.0
418.77981941786993,1014.0
419.0431722573164,1017.0
419.3065154270879,1028.0
419.5698489271584,1017.0
419.8331727575018,1019.0
420.09648691809195,1016.0
420.3597914089029,1026.0
420.62308622990844,1028.0
420.88637138108254,1025.0
421.14964686239915,1029.0
421.4129126738321,1016.0
421.6761688153555,1024.0
421.939415286943,1024.0
422.2026520885688,1031.0
422.46587922020655,1020.0
422.7290966818304,1023.0
422.99230447341415,1009.0
423.2555025949317,1023.0
423.5186910463571,1018.0
423.78186982766414,1017.0
424.04503893882685,1018.0
424.308198379819,1028.0
424.57134815061465,1022.0
424.8344882511876,1027.0
425.09761868151185,1027.0
425.3607394415614,1029.0
425.62385053131,1026.0
425.88695195073166,1020.0
426.1500436998002,1027.0
426.4131257784898,1025.0
426.67619818677406,1039.0
426.9392609246271,1043.0
427.20231399202277,1026.0
427.46535738893505,1023.0
427.7283911153378,1023.0
427.99141517120495,1039.0
428.25442955651044,1029.0
428.5174342712281,1040.0
428.78042931533207,1037.0
429.043414688796,1040.0
429.306390391594,1028.0
429.5693564236999,1016.0
429.83231278508765,1015.0
430.0952594757312,1006.0
430.3581964956044,1017.0
430.6211238446813,1024.0
430.8840415229356,1020.0
431.14694953034143,1040.0
431.40984786687255,1021.0
431.672736532503,1019.0
431.9356155272067,1016.0
432.19848485095747,1028.0
432.4613445037294,1028.0
432.7241944854961,1034.0
432.9870347962319,1020.0
433.24986543591035,1019.0
433.5126864045056,1030.0
433.7754977019915,1014.0
434.03829932834196,1016.0
434.3010912835309,1022.0
434.56387356753226,1025.0
434.82664618032004,1025.0
435.08940912186785,1034.0
435.35216239215003,1034.0
435.6149059911402,1024.0
435.8776399188124,1026.0
436.1403641751406,1039.0
436.40307876009854,1041.0
436.6657836736603,1014.0
436.9284789157997,1011.0
437.19116448649083,1013.0
437.45384038570734,1030.0
437.71650661342346,1019.0
437.97916316961283,1014.0
438.2418100542496,1010.0
438.5044472673075,1018.0
438.7670748087606,1017.0
439.02969267858265,1025.0
439.2923008767477,1015.0
439.5548994032297,1023.0
439.8174882580024,1014.0
440.08006744103994,1023.0
440.34263695231607,1022.0
440.6051967918048,1032.0
440.86774695948003,1019.0
441.1302874553157,1026.0
441.3928182792857,1033.0
441.6553394313638,1029.0
441.9178509115243,1002.0
442.1803527197407,1021.0
442.44284485598723,1030.0
442.70532732023764,1020.0
442.9678001124659,1024.0
443.23026323264594,1030.0
443.4927166807517,1026.0
443.75516045675704,1048.0
444.0175945606359,1029.0
444.28001899236233,1027.0
444.54243375191004,1021.0
444.804838839253,1026.0
445.06723425436525,1022.0
445.3296199972206,1010.0
445.59199606779305,1019.0
445.8543624660564,1019.0
446.11671919198477,1039.0
446.37906624555177,1033.0
446.64140362673163,1027.0
446.9037313354981,1027.0
447.16604937182507,1038.0
447.42835773568675,1011.0
447.69065642705664,1017.0
447.952945445909,1030.0
448.2152247922175,1031.0
448.4774944659563,1027.0
448.73975446709903,1025.0
449.00200479562,1014.0
449.2642454514927,1028.0
449.5264764346913,1022.0
449.7886977451897,1027.0
450.0509093829618,1035.0
450.3131113479816,1018.0
450.57530364022284,1011.0
450.8374862596596,1021.0
451.0996592062656,1027.0
451.36182248001506,1029.0
451.6239760808816,1036.0
451.88612000883927,1026.0
452.1482542638621,1025.0
452.41037884592384,1028.0
452.6724937549986,1028.0
452.93459899106,1033.0
453.1966945540823,1030.0
453.4587804440391,1025.0
453.72085666090453,1033.0
453.98292320465254,1034.0
454.2449800752568,1029.0
454.5070272726916,1036.0
454.7690647969305,1032.0
455.03109264794773,1015.0
455.2931108257169,1022.0
455.5551193302122,1024.0
455.81711816140734,1019.0
456.0791073192763,1018.0
456.3410868037932,1022.0
456.6030566149317,1006.0
456.8650167526659,1030.0
457.1269672169695,1035.0
457.3889080078167,1028.0
457.6508391251812,1021.0
457.91276056903706,1023.0
458.17467233935804,1034.0
458.4365744361182,1042.0
458.6984668592915,1021.0
458.96034960885163,1030.0
459.2222226847728,1033.0
459.4840860870287,1029.0
459.74593981559343,1029.0
460.0077838704407,1038.0
460.26961825154456,1029.0
460.531442958879,1031.0
460.7932579924178,1030.0
461.05506335213505,1026.0
461.3168590380044,1025.0
461.57864505000003,1023.0
461.8404213880957,1027.0
462.1021880522655,1034.0
462.36394504248307,1024.0
462.6256923587226,1029.0
462.8874300009579,1025.0
463.1491579691629,1026.0
463.4108762633116,1029.0
463.6725848833777,1019.0
463.9342838293354,1040.0
464.19597310115836,1044.0
464.4576526988207,1033.0
464.7193226222962,1030.0
464.9809828715588,1027.0
465.2426334465826,1016.0
465.5042743473413,1016.0
465.76590557380894,1031.0
466.02752712595935,1016.0
466.2891390037666,1020.0
466.5507412072044,1033.0
466.8123337362468,1031.0
467.0739165908677,1025.0
467.33548977104107,1029.0
467.5970532767408,1022.0
467.8586071079407,1024.0
468.1201512646149,1021.0
468.3816857467371,1028.0
468.6432105542814,1022.0
468.90472568722157,1019.0
469.1662311455315,1019.0
469.4277269291855,1019.0
469.689213038157,1022.0
469.9506894724202,1017.0
470.2121562319489,1014.0
470.4736133167171,1022.0
470.73506072669863,1031.0
470.9964984618676,1026.0
471.2579265221976,1023.0
471.5193449076628,1009.0
471.78075361823716,1008.0
472.0421526538944,1005.0
472.30354201460864,1022.0
472.5649217003536,1025.0
472.8262917111034,1019.0
473.08765204683175,1037.0
473.34900270751274,1030.0
473.6103436931203,1036.0
473.8716750036281,1035.0
474.1329966390105,1024.0
474.394308599241,1018.0
474.6556108842938,1025.0
474.91690349414256,1032.0
475.1781864287615,1021.0
475.43945968812426,1029.0
475.70072327220487,1039.0
475.9619771809774,1019.0
476.2232214144155,1034.0
476.4844559724933,1031.0
476.7456808551846,1033.0
477.00689606246345,1032.0
477.2681015943036,1033.0
477.5292974506791,1033.0
477.7904836315638,1025.0
478.0516601369316,1024.0
478.3128269667566,1026.0
478.5739841210125,1011.0
478.83513159967333,1019.0
479.09626940271295,1014.0
479.3573975301054,1030.0
479.6185159818244,1023.0
479.879624757844,1032.0
480.1407238581382,1031.0
480.4018132826808,1034.0
480.6628930314457,1026.0
480.9239631044069,1026.0
481.1850235015383,1023.0
481.44607422281376,1017.0
481.70711526820736,1025.0
